date,ticker,open,high,low,close,volume
2024-02-12,NESN.SW,97.31472591641291,97.54177797315083,96.22632070083252,97.44380389632525,4125899
2024-02-13,NESN.SW,97.10423061840324,97.70829496670821,96.88164345796422,97.2361912920823,1454280
2024-02-14,NESN.SW,95.22670612850366,96.1071569507499,94.6296001495521,95.46655107289993,3018787
2024-02-15,NESN.SW,95.56600169675404,95.82573402438294,95.11546438933915,95.652307720016,3354960
2024-02-16,NESN.SW,95.57429490193869,96.50210368990642,94.44410246899945,95.50789400436753,2495179
2024-02-19,NESN.SW,95.69758936969473,96.58184443755164,95.1028943204081,95.60512091103939,4664170
2024-02-20,NESN.SW,97.3821617413587,97.74090645846675,96.57510848676351,97.10354390140046,4976367
2024-02-21,NESN.SW,97.28566552848393,98.2689607577037,96.17800348077056,97.30618301296776,4790607
2024-02-22,NESN.SW,97.41628648088309,98.24092488904502,97.12028331014643,97.59939944278528,1708228
2024-02-23,NESN.SW,98.42552281897376,99.18209809770197,97.82699585234154,98.21437080613913,2162112
2024-02-26,NESN.SW,98.05532396324826,99.21544281792283,97.3582616068827,97.98693686127058,4917772
2024-02-27,NESN.SW,97.61749943905666,97.7222249943274,97.06317819848802,97.36045117161547,4341045
2024-02-28,NESN.SW,96.6893668506584,97.308428280046,96.03140087133055,96.66688155965866,1498493
2024-02-29,NESN.SW,97.55589409507638,98.54072429083963,97.18055881766549,97.43245086356285,3421389
2024-03-01,NESN.SW,98.03207593467864,99.06781035782396,97.50114726910012,97.94840703199232,4992821
2024-03-04,NESN.SW,97.6750330480125,98.07879558129824,96.61372505982865,97.4933911629079,2134129
2024-03-05,NESN.SW,98.32695469967018,99.30387617954334,97.70868912259377,98.64156626632906,4471201
2024-03-06,NESN.SW,98.78824201296555,99.26908068820639,98.37453974377138,98.8480541176232,4221054
2024-03-07,NESN.SW,97.57167732459803,98.19654873349161,97.08220321738688,97.54798633581348,2064667
2024-03-08,NESN.SW,98.63472865600106,99.46089917553579,97.80230076950588,98.16339606282507,2938228
2024-03-11,NESN.SW,98.00214012934156,98.97465252545291,96.9887177953353,98.05101303290034,4650714
2024-03-12,NESN.SW,96.87698152199832,97.59747870801246,95.93715736093445,96.77262213593363,2013886
2024-03-13,NESN.SW,97.2168048045692,97.81166338229058,97.02507858310113,97.2956634934931,4248018
2024-03-14,NESN.SW,96.36341986799188,97.36365279612517,96.18705727065955,96.98449589064028,2371378
2024-03-15,NESN.SW,96.9581523715867,97.8186045621235,96.08811642354007,96.6282305191835,4533299
2024-03-18,NESN.SW,97.39061474141192,97.5685070945214,96.75710932604885,97.2223935628938,3036191
2024-03-19,NESN.SW,95.44069026279014,95.61858055902285,94.40319720043344,95.11510136639407,4867556
2024-03-20,NESN.SW,93.51873708142183,94.3087252721095,92.96686767809757,93.92397473960789,3165957
2024-03-21,NESN.SW,93.60121573415768,93.7813029847327,93.16202557954884,93.54872951311482,4730791
2024-03-22,NESN.SW,93.82794798736425,94.83327725502151,93.13318308022527,93.80520605471588,1489784
2024-03-25,NESN.SW,92.74567861408374,94.29796995497344,92.05675374848069,93.20475209836249,2813629
2024-03-26,NESN.SW,92.40109931691293,93.06561177133301,91.72047389319602,92.29906545379471,4142261
2024-03-27,NESN.SW,91.16077805430709,91.99610869660945,90.13805203656928,91.35076354667342,3064332
2024-03-28,NESN.SW,91.3742411458602,91.97044864753605,90.58020730705496,91.26645304590645,2693969
2024-03-29,NESN.SW,91.42706608040427,92.19705549391377,90.5895081767469,91.90533640704719,2463436
2024-04-01,NESN.SW,90.33367269709348,90.96989702475058,89.30188610712428,90.59568342132836,1953209
2024-04-02,NESN.SW,88.52235987245474,89.24423793118423,87.7991026283837,88.7335987610005,1569218
2024-04-03,NESN.SW,88.06711154334542,88.63878169141708,87.16748114341796,88.49190957688157,4179249
2024-04-04,NESN.SW,88.16617765187276,89.13853117116086,87.53758608793478,88.17597741479969,2966392
2024-04-05,NESN.SW,87.7120449922249,88.13777363611685,86.67076824517262,87.39651900624443,3382018
2024-04-08,NESN.SW,87.92376159360195,88.47828296096483,87.56190513866156,87.95301001855955,1997348
2024-04-09,NESN.SW,88.82417713096353,89.12318606383151,88.23664166697894,88.68269597116011,2350714
2024-04-10,NESN.SW,88.56570047530703,88.97686812728541,87.6369690891619,88.20454763590496,2477546
2024-04-11,NESN.SW,88.04347192542998,88.99025096244392,87.46129460443426,87.92277696675829,4082853
2024-04-12,NESN.SW,88.3241581361182,88.80248797268543,87.85658775747461,88.4459431631372,4322543
2024-04-15,NESN.SW,87.56308239067364,88.82728878707964,86.88392629894709,88.08843349851699,3465688
2024-04-16,NESN.SW,86.9419013048815,87.86663458615271,86.60913658102827,86.8744477002731,1286727
2024-04-17,NESN.SW,86.72982386884489,87.43903449472243,86.30619639530475,86.83746677269778,2126893
2024-04-18,NESN.SW,85.934324035763,86.93502456326742,85.25286289671818,86.07396353726695,1298378
2024-04-19,NESN.SW,86.53919137448484,86.9588322193022,86.11160615994879,86.37546346080023,1607107
2024-04-22,NESN.SW,86.07803414773652,86.84963065208741,85.70885982154842,85.96071102367901,4460603
2024-04-23,NESN.SW,85.397541208761,86.07805975827615,84.73332780091891,85.81960459332238,3233201
2024-04-24,NESN.SW,86.32663774055084,87.19853167814746,86.07665601538481,86.28681796436929,3595955
2024-04-25,NESN.SW,86.09558597036289,86.36894585249476,85.07757750944376,86.20068724216722,1693341
2024-04-26,NESN.SW,85.87122728360656,86.32705543937489,85.54463756606975,85.67571107664743,4373930
2024-04-29,NESN.SW,84.80790289186453,85.8171607338206,84.64568527198031,84.83484089957922,3053159
2024-04-30,NESN.SW,86.53162979047356,87.40829502671025,85.72835963363647,86.31611659328644,2945292
2024-05-01,NESN.SW,87.09897850058874,87.97845763500959,86.34960173753906,87.29287719744832,4377058
2024-05-02,NESN.SW,85.87858198792719,86.44475442033732,85.63964145144598,86.00211865563075,4093348
2024-05-03,NESN.SW,84.95992679566346,85.62494415117476,84.46546894330028,85.11850241561959,4563211
2024-05-06,NESN.SW,85.56914456322654,86.28962664545041,84.97449118302559,85.63688434585188,1685839
2024-05-07,NESN.SW,85.0718592474156,85.56877912818732,84.73998632002241,85.1544362423052,2286519
2024-05-08,NESN.SW,85.46844749504123,86.117205108429,84.31527623306376,85.18863716987484,4575232
2024-05-09,NESN.SW,85.63095093393324,86.78874452009356,85.37778423617429,85.9033797098336,3705435
2024-05-10,NESN.SW,86.03542032230075,86.339713429422,85.09450715062007,86.03548974595212,3888355
2024-05-13,NESN.SW,85.62613248799802,86.60410176028206,85.5158819923151,85.94582667558429,3972387
2024-05-14,NESN.SW,85.17202002345554,86.50162851015821,84.22482451874622,85.56027438382715,1967823
2024-05-15,NESN.SW,85.33511697792336,85.94028286500777,84.64215345245091,85.5077210342868,1219666
2024-05-16,NESN.SW,85.45351912014615,86.69957005543591,84.81274537409244,85.85974286181025,3105493
2024-05-17,NESN.SW,87.39425271484932,87.51555153190309,86.99016929849454,87.37067394019532,2579260
2024-05-20,NESN.SW,88.10841832911801,88.71254807280646,87.98627871276709,88.32301700565678,1626843
2024-05-21,NESN.SW,88.0071460555414,89.09958157838223,87.40828942140108,88.16894012699068,4279980
2024-05-22,NESN.SW,89.09646098761549,89.78781547026882,88.01257670698239,88.99910773105553,2778280
2024-05-23,NESN.SW,89.5153160262505,90.57743612884514,88.38934147251804,89.12561319163316,1397311
2024-05-24,NESN.SW,87.66713428262291,88.44105180999675,86.80721901531739,87.82760283839016,4325655
2024-05-27,NESN.SW,87.22360551851123,88.05985740942954,86.76323799074844,87.75589027774032,1244419
2024-05-28,NESN.SW,88.52412944136996,88.78303933805161,87.67172867754456,88.65072581576447,3762011
2024-05-29,NESN.SW,88.12130640899711,89.18625427711513,87.07109171993501,88.14420857480128,1734419
2024-05-30,NESN.SW,89.27048235104577,89.42310066277587,88.52311770979318,88.99126597978588,3545515
2024-05-31,NESN.SW,88.70885707404318,89.65603971309419,87.99701618202805,88.74059277539024,3826449
2024-06-03,NESN.SW,88.53301525960227,89.51432854425326,88.14527675726582,88.78628526649355,4305305
2024-06-04,NESN.SW,87.97276557933193,88.94175292521543,87.31807826361428,87.75090438201356,4951081
2024-06-05,NESN.SW,89.8593575873052,90.9163350094838,89.43063400358945,89.58944253166841,4210869
2024-06-06,NESN.SW,89.94866049552401,90.51291417494762,89.8532301209229,90.01807176458283,4079338
2024-06-07,NESN.SW,91.00864389067866,91.30046033150472,90.07589906922517,90.94834534468738,2690182
2024-06-10,NESN.SW,90.63937209217843,91.54922576914991,90.40142534589545,90.55935081344099,2627543
2024-06-11,NESN.SW,89.92694362439589,90.42235700362552,88.40484619506607,89.25674092235701,3808898
2024-06-12,NESN.SW,90.18382787790883,90.46233156182055,89.44083839841413,90.360497431028,3851097
2024-06-13,NESN.SW,89.6149947639234,90.75463862138321,88.73330481595316,89.73984313373897,4774169
2024-06-14,NESN.SW,91.20385378520676,91.88780440764316,90.83126262593821,91.24482739256452,1415925
2024-06-17,NESN.SW,91.29271981577914,92.12342976639157,90.18183009843854,91.11151671731302,3463259
2024-06-18,NESN.SW,92.51907568323111,92.84423986934716,91.74329811106901,92.61442917995727,2382546
2024-06-19,NESN.SW,92.08985257204111,92.64592404215256,91.33106383042197,91.96239878714967,4504012
2024-06-20,NESN.SW,90.59294978709477,91.48780600917915,89.75017828982911,90.36318294210042,3932822
2024-06-21,NESN.SW,91.53964061146257,92.62092970047844,90.33571146662423,91.01659052904975,4702034
2024-06-24,NESN.SW,90.9243188379037,91.37009889584627,89.99183704778703,90.97740898272697,2809179
2024-06-25,NESN.SW,90.9026997626001,91.46502246866996,89.92431680864553,90.9976781448472,2774997
2024-06-26,NESN.SW,91.87316750280088,92.90342616342053,91.15322451261724,91.97472728930686,1258443
2024-06-27,NESN.SW,90.67297862686411,91.40905127390836,90.00290027835726,91.18636325513462,2386294
2024-06-28,NESN.SW,89.70306058458092,90.31326939631836,89.07801989310188,90.02863354512304,2439038
2024-07-01,NESN.SW,89.02926772878094,89.93236496804829,88.41452256240964,88.99921312139261,4935701
2024-07-02,NESN.SW,87.5543809467427,88.49360054976238,86.47450086110628,87.52434786293033,3775679
2024-07-03,NESN.SW,86.61565595925623,87.50598847633775,85.65103351918991,85.9632442410838,2116203
2024-07-04,NESN.SW,85.18384734989641,85.29363263505317,84.07895319688063,84.87990196310285,2026366
2024-07-05,NESN.SW,84.25875134978571,84.74866629658318,83.93978904684096,84.0743885936989,4322056
2024-07-08,NESN.SW,84.06681739681675,84.9864482306299,82.76988329575595,83.70956028403018,4685347
2024-07-09,NESN.SW,82.54599109918071,83.4185311533369,81.78901425057579,82.71395160697082,3456451
2024-07-10,NESN.SW,82.46287056495385,82.77301867413985,81.79453276895848,82.61083543079232,4227508
2024-07-11,NESN.SW,83.04175430012394,83.97110686968063,82.16458750013861,83.23557731364062,1997455
2024-07-12,NESN.SW,82.99880188955292,83.32497251242417,82.39208274290404,83.04684956175254,3509085
2024-07-15,NESN.SW,83.9085419640146,84.06426760677164,83.21033912342476,83.3828878290025,2053866
2024-07-16,NESN.SW,82.5325234241807,82.84753113901141,82.12788721778817,82.60547505813724,3902958
2024-07-17,NESN.SW,82.65557708617393,83.7504667055932,81.72587400191603,82.82202129412352,2671471
2024-07-18,NESN.SW,83.17993606881997,83.48107678264165,83.01941778426651,83.17744081315742,3243809
2024-07-19,NESN.SW,82.79900890629955,83.29414353424829,82.48525374046356,82.60085196248289,1916162
2024-07-22,NESN.SW,81.39607313963823,82.07445071304534,80.31593719073689,81.28729888127395,1580179
2024-07-23,NESN.SW,81.27691357233756,81.42938641584155,80.92132170094497,81.07747609758306,4067994
2024-07-24,NESN.SW,80.70555575929107,81.75446860894624,80.61324174567824,81.00231475249315,3981901
2024-07-25,NESN.SW,81.85949506323107,82.28118827430407,81.75961468511909,82.07719704115753,4974471
2024-07-26,NESN.SW,81.59038645793889,82.5222779176457,80.72746524843078,81.65238934900637,2433307
2024-07-29,NESN.SW,82.90368815385484,83.2878569034598,82.78774280406999,82.88622936200609,3413154
2024-07-30,NESN.SW,81.1237556571073,81.82418083644193,80.02516407183232,80.80101620636277,1399526
2024-07-31,NESN.SW,80.13541786610165,81.13322532579247,79.41957755946947,80.44393828577982,2897898
2024-08-01,NESN.SW,80.08392725543234,80.25606450073846,79.4355106064824,79.93568135506757,4842274
2024-08-02,NESN.SW,79.45329767483598,79.71720651419672,78.95077100356617,79.51229203558573,2858250
2024-08-05,NESN.SW,79.10986313010874,79.86924757875127,78.07130400503597,78.96997217150637,3765606
2024-08-06,NESN.SW,78.6481240947622,79.24631387417743,78.50309542423086,78.80616279720154,3769939
2024-08-07,NESN.SW,79.62417426336098,80.40840600105626,79.50483365242465,79.96016135322024,4296666
2024-08-08,NESN.SW,79.98490914486175,80.33097851886704,79.62104232254264,79.7083014273873,3737653
2024-08-09,NESN.SW,80.58175894090603,81.41655165902587,79.92459205849288,80.5157664993341,1706201
2024-08-12,NESN.SW,79.83676070611904,80.5253479229652,79.41000774583526,80.30520593270757,2612537
2024-08-13,NESN.SW,80.41955938345731,80.9181644340527,79.32623218421834,80.2566757720769,2557870
2024-08-14,NESN.SW,77.99712433817696,79.04931542805367,77.2899452143957,78.23539024425668,1649219
2024-08-15,NESN.SW,78.14192940805492,78.43714169154748,77.8470664345878,78.17022830879196,1729503
2024-08-16,NESN.SW,78.49784058293525,78.92500449746777,77.62285077314361,78.50559571750857,3395636
2024-08-19,NESN.SW,77.17365846936467,78.0868430895522,76.6293893487354,77.48881146511565,4825088
2024-08-20,NESN.SW,77.13795823590533,77.59464908491633,76.43792853057512,76.88802646669325,3735689
2024-08-21,NESN.SW,75.98329681884323,76.97151973189645,75.5978639604437,76.10622301472469,4257885
2024-08-22,NESN.SW,77.93957400004003,78.12596407102579,77.07379571757198,77.56757487220851,3868724
2024-08-23,NESN.SW,76.78656317832838,77.02947841273746,76.08249532721472,76.68005121403321,1812633
2024-08-26,NESN.SW,76.1109679670593,76.25605091258167,75.08722712862509,75.99872099011584,1766827
2024-08-27,NESN.SW,73.88221687647113,74.26324677643161,72.9582387685924,73.82717294372794,4256498
2024-08-28,NESN.SW,72.96680745943038,73.07106825604099,71.99185980934249,72.54423409778445,4805114
2024-08-29,NESN.SW,72.33615792487704,72.84119809919697,71.93974490108361,72.56122745241686,4777766
2024-08-30,NESN.SW,71.34327197571268,72.3672220908506,71.07333397909547,71.51333840415643,2220461
2024-09-02,NESN.SW,69.29246257411747,69.61871925481374,68.46263244251539,69.43277614646456,3141327
2024-09-03,NESN.SW,69.33825400793265,69.6404229324005,68.4239867526013,69.10440440850378,2255891
2024-09-04,NESN.SW,69.25792676108837,70.04488310031186,68.72644962441869,69.04459591797522,2078873
2024-09-05,NESN.SW,69.11100409480413,69.56805657967159,68.6791318251742,69.09625729389967,2915310
2024-09-06,NESN.SW,69.26902308677583,70.00993591971563,68.90982592569965,69.21661605710449,3675610
2024-09-09,NESN.SW,68.32956727979776,69.48870759088898,67.51797784252862,68.6699411085686,1490506
